1 一 1
2 二 11
3 三 111
4 亖 1111
5 弐 111154
6 弎 111154
7 丰 1112
8 彗 11121112511
9 熭 111211125114334
10 慧 111211125114544
11 砉 111213251
12 剨 11121325122
13 匤 1112145
14 匡 111215
15 邼 11121552
16 劻 11121553
17 豐 111221112521251431
18 豔 1112211125212514311215425221
19 豓 111221112521251431134425221
20 艷 111221112521251431355215
21 豒 1112211125212514314351523
22 酆 11122111252125143152
23 耒 111234
24 耫 11123411212511134
25 耩 1112341122125211
26 耕 1112341132
27 耘 1112341154
28 耓 11123412
29 耤 11123412212511
30 耯 1112341223241112154
31 耢 1112341224553
32 耨 1112341311534124
33 頛 111234132511134
34 耰 111234132511454544354
35 耟 1112341515
36 耖 1112342343
37 耥 11123424325251
38 耝 11123425111
39 耡 1112342511153
40 耬 11123425112512531
41 耦 111234251125214
42 耜 11123425151
43 耗 1112343115
44 耠 111234341251
45 耣 11123434125122
46 耲 1112344125221241343534
47 耱 1112344131234123413251
48 耪 1112344143454153
49 耧 111234431234531
50 耮 111234433443344553
51 耔 111234521
52 耙 1112345215
53 耞 11123453251
54 耚 11123453254
55 耛 11123454251
56 耭 111234554554134534
57 艳 1112355215
58 貳 111251113454
59 栔 1112531234
60 契 111253134
61 齧 111253212134341343452
62 蛪 111253251214
63 洯 1112532534
64 挈 1112533112
65 觢 1112533535112
66 贰 111253454
67 恝 1112534544
68 絜 111253554234
69 寿 1113124
70 焘 11131244444
71 邫 11132515215
72 奉 11134112
73 奏 111341134
74 泰 1113424134
75 春 111342511
76 蠢 111342511251214251214
77 惷 1113425114544
78 秦 1113431234
79 舂 11134321511
80 憃 111343215114544
81 邦 111352
82 帮 111352252
83 幚 11135232511252
84 弍 11154
85 干 112
86 亍 112
87 于 112
88 王 1121
89 玤 11211112
90 琫 112111134112
91 瑃 1121111342511
92 瑧 11211113431234
93 玕 1121112
94 玗 1121112
95 玨 11211121
96 璱 11211121112145434
97 琹 112111211234
98 琵 112111211535
99 珷 112111212154
100 珡 1121112134
101 琴 112111213445
102 珏 112111214
103 瑟 1121112145434
104 琶 112111215215
105 璈 11211121533134
106 瑇 1121112155414
107 琎 11211132454
108 玞 11211134
109 瓉 1121113411342511134
110 玩 11211135
111 玮 11211152
112 玎 112112
113 玒 1121121
114 珪 1121121121
115 瑪 11211211254444
116 瓄 1121121252212511134
117 琽 112112132511
118 珯 1121121335
119 璹 112112151211251124
120 瓙 1121121512112511244444
121 珐 112112154
122 玵 112112211
123 珥 1121122111
124 琪 112112211134
125 璂 112112211134121
126 瑘 112112211152
127 璍 11211221122112
128 瓂 11211221215425221
129 瑾 112112212511121
130 璜 112112212512134
131 璊 112112212523434
132 珙 1121122134
133 玴 112112215
134 璢 1121122155125121
135 瓘 112112225125132411121
136 瑛 112112225134
137 璓 11211223123453
138 瓁 11211223241112154
139 瑹 11211223411234
140 璥 1121122352513134
141 瑨 11211224312511
142 瑱 11211225111134
143 瑚 1121122513511
144 琳 112112341234
145 璴 11211234123452134
146 球 11211241344
147 麉 11211241352211535
148 璉 11211251112454
149 瑼 112112511214124
150 璤 1121125112144544
151 璷 1121125112441533134
152 琙 112112511534
153 珂 112112512
154 瓎 11211251234352511134
155 珸 11211251251
156 璼 112112512531425221
157 瑮 11211252211234
158 瑓 1121125431234
159 瑊 1121131251534
160 珬 1121131534
161 弄 1121132
162 环 11211324
163 珛 1121132511
164 頊 1121132511134
165 瓇 1121132511454544354
166 珔 1121132521
167 瑌 1121132522134
168 顼 1121132534
169 瓑 11211331234312342121
170 琦 112113412512
171 琜 112113434234
172 璙 1121134432511234
173 琢 112113533434
174 珑 112113534
175 珹 1121135534
176 玶 112114312
177 瓀 112114524444132522
178 玙 1121151
179 琏 11211512454
180 玡 11211523
181 琊 1121152352
182 琖 112115341534
183 玭 11211535
184 瑎 1121153532511
185 珁 11211554
186 琲 112121112111
187 鬥 1121211212
188 鬨 1121211212122134
189 鬪 11212112121251431124
190 鬭 11212112122151525151213312
191 鬩 112121121232151135
192 鬮 112121121232511255115115341
193 鬬 1121211212351255151213312
194 鬧 112121121241252
195 鬦 11212112124412
196 鬫 112121121251221113134
197 琡 112121123454
198 玼 1121212135
199 玷 112121251
200 琸 112121251112
201 璨 11212135454431234
202 璿 112121451343425111
203 瓛 112121531512512543121344
204 璩 11212153151353334
205 瓐 11212153152512125221
206 琥 112121531535
207 武 11212154
208 虣 1121215421531535
209 鵡 1121215432511154444
210 鹉 1121215435451
211 璞 1121224314311134
212 珖 1121243135
213 琑 11212432511
214 瑣 11212432511134
215 琐 11212432534
216 璫 11212434525125121
217 瑺 112124345251252
218 珰 1121243511
219 青 11212511
220 珇 112125111
221 珵 11212511121
222 瑅 1121251112134
223 珼 11212511134
224 責 11212511134
225 瓔 112125111342511134531
226 勣 1121251113453
227 現 11212511135
228 瑒 1121251113533
229 琨 112125111535
230 珅 112125112
231 玾 112125112
232 理 11212511211
233 靗 11212511243135
234 琩 112125112511
235 瑁 1121251125111
236 瓓 112125112511125431234
237 靚 112125112511135
238 瑥 1121251125221
239 靓 112125112535
240 瑆 1121251131121
241 靔 112125113115
242 靝 112125113115431234
243 鶄 1121251132511154444
244 靜 1121251134435112
245 静 11212511355112
246 靘 11212511355215
247 璟 1121251141251234
248 琝 112125114134
249 靛 1121251144512134
250 郬 1121251152
251 璐 11212512121354251
252 璝 1121251212511134
253 瓃 1121251212512125121
254 珿 11212512134
255 琾 1121251213432
256 琠 112125122134
257 琄 11212512511
258 璪 11212512512511234
259 珚 1121251341
260 靑 11212521
261 珃 112125211
262 瑞 1121252132522
263 環 11212522112513534
264 匵 11212522125111345
265 璀 112125232411121
266 瓗 1121252324111212534251
267 琌 11212523445
268 责 11212534
269 璎 112125342534531
270 现 11212535
271 玝 11213112
272 珄 112131121
273 璑 1121311222214444
274 珠 1121311234
275 璳 11213112342511134
276 珤 1121311252
277 珗 1121312135
278 瓚 11213121353121352511134
279 瓒 11213121353121352534
280 珴 11213121534
281 珽 1121312154
282 琍 11213123422
283 瓈 1121312343533424134
284 琇 11213123453
285 玫 11213134
286 琁 11213152134
287 珻 11213155414
288 瑖 1121321113554
289 璵 11213211152511134
290 玳 112132154
291 玔 1121322
292 琟 112132411121
293 璡 112132411121454
294 珀 112132511
295 瑝 1121325111121
296 碧 11213251113251
297 頇 112132511134
298 鳿 112132511154444
299 瑔 1121325112534
300 琕 112132511312
301 瑰 1121325113554
302 璬 11213251141533134
303 瑦 11213251154444
304 瓅 1121325115545541234
305 瑀 1121325125214
306 瑡 11213251511252
307 珦 1121325251
308 顸 112132534
309 璁 112132535414544
310 瓆 1121331233122511134
311 珩 1121332112
312 瑽 112133234342134
313 珘 1121335414
314 玐 112134
315 兲 112134
316 琻 112134112431
317 珨 1121341251
318 瑜 1121341251122
319 璯 11213412524312511
320 琋 11213413252
321 珧 1121341534
322 璠 1121343123425121
323 玠 11213432
324 珍 112134333
325 瑗 1121344311354
326 瑶 11213443311252
327 瑫 11213443321511
328 瑷 11213443451354
329 璦 11213443454544354
330 琈 11213443521
331 玪 11213445
332 瑲 11213445113251
333 琀 11213445251
334 玲 112134454
335 玢 11213453
336 玜 11213454
337 玱 11213455
338 玑 112135
339 玥 11213511
340 琱 112135121251
341 珮 1121351252
342 珟 1121351354
343 琘 112135152511
344 珎 112135234
345 玽 112135251
346 珣 1121352511
347 瑍 1121352534134
348 瓊 112135253425111354
349 獒 11213531341344
350 表 11213534
351 珊 112135351
352 珋 112135352
353 麦 1121354
354 玖 1121354
355 玓 1121354
356 玬 11213541
357 琒 11213541112
358 麸 11213541134
359 麺 1121354132522111
360 珞 1121354251
361 麹 112135435431234
362 瑤 11213544311252
363 瑠 11213545325121
364 琤 1121355112
365 玸 112135515
366 玉 11214
367 玊 11214
368 琂 11214111251
369 玣 11214124
370 琼 112141251234
371 瓖 112141251251112213534
372 瓌 11214125221241343534
373 璮 11214125251125111
374 玟 11214134
375 斑 112141341121
376 珳 11214134333
377 珓 1121413434
378 琗 112141343412
379 璃 11214134522554
380 瑭 11214135112251
381 琣 112141431251
382 璋 112141431251112
383 瓏 11214143125111515111
384 璄 112141431251135
385 瓋 112141432512251454
386 璾 112141432533543211
387 璇 112141533152134
388 琉 11214154325
389 珫 1121415435
390 玹 112141554
391 珜 1121431112
392 瑳 1121431113121
393 琷 11214311135
394 班 1121431121
395 璘 1121431234354152
396 瑐 1121431251122
397 璲 1121431353334454
398 璔 1121432524312511
399 琰 112143344334
400 珶 11214351523
401 琺 112144112154
402 璖 112144115151234
403 珱 1121443531
404 琮 112144511234
405 琓 11214451135
406 琔 112144512134
407 璸 112144512332511134
408 瑄 1121445125111
409 璌 112144512512134
410 琯 112144525151
411 瑸 11214453212134
412 瑏 1121445341523
413 瑢 11214453434251
414 琬 112144535455
415 琅 11214511534
416 瑯 112145115452
417 琿 1121451251112
418 璭 1121451251112454
419 珲 1121451512
420 琛 112145341234
421 迋 1121454
422 珌 112145434
423 匞 11215
424 玌 11215
425 珒 1121511112
426 璕 1121511121251124
427 璶 112151121444425221
428 璛 11215112321155212
429 琭 112151124134
430 珺 11215113251
431 珢 1121511534
432 瑕 1121512115154
433 琚 112151312251
434 玦 11215134
435 玘 1121515
436 珉 112151515
437 瑉 1121515152511
438 瑋 1121521251152
439 瓍 112152131212511454
440 瑂 1121521325111
441 玏 112153
442 玿 112153251
443 珈 112153251
444 玻 112153254
445 玚 1121533
446 敖 1121533134
447 驁 11215331341211254444
448 聱 1121533134122111
449 嗸 1121533134251
450 贅 11215331342511134
451 鼇 11215331342511251211511
452 螯 1121533134251214
453 嶅 1121533134252
454 赘 11215331342534
455 摮 11215331343112
456 鷔 112153313432511154444
457 鏊 112153313434112431
458 鳌 112153313435251211
459 鰲 112153313435251214444
460 謷 11215331344111251
461 熬 11215331344444
462 遨 1121533134454
463 嫯 1121533134531
464 骜 1121533134551
465 珕 1121535353
466 式 112154
467 丟 112154
468 珝 1121541541
469 璆 112154154134333
470 璻 112154154141343412
471 珆 112154251
472 璒 1121543341251431
473 玧 11215435
474 瑵 1121544251214
475 瑈 1121545231234
476 璚 1121545232534251
477 玛 1121551
478 璏 1121551311341535
479 瑑 1121551353334
480 瑻 112155212511134
481 毒 112155414
482 纛 1121554142511112343554234
483 素 1121554234
484 繛 112155423421251112
485 璣 1121554554134534
486 璅 112155525111234
487 瑙 1121555325341
488 甙 11221154
489 冓 1122125211
490 顜 1122125211132511134
491 覯 11221252112511135
492 觏 11221252112535
493 斠 11221252114412
494 遘 1122125211454
495 匿 1122132515
496 慝 11221325154544
497 刊 11222
498 匶 1122324111213215115
499 盂 11225221
500 攼 1123134
501 鳱 11232511154444
502 未 11234
503 示 11234
504 末 11234
505 祘 1123411234
506 膥 11234135534253434
507 唜 1123425135
508 斄 1123431341313434234
509 釐 112343134132511211
510 漦 112343134132534
511 犛 112343134133112
512 氂 112343134133115
513 孷 11234313413521
514 剺 1123431341353
515 嫠 11234313413531
516 覝 11243342511135
517 迀 112454
518 迂 112454
519 匭 11251112355
520 貮 11251113454
521 邗 11252
522 邘 11252
523 击 11252
524 幵 113112
525 栞 1131121234
526 郉 11311252
527 亓 1132
528 井 1132
529 开 1132
530 坓 1132121
531 刑 113222
532 型 113222121
533 汬 11322534
534 雃 113232411121
535 鳽 113232511154444
536 形 1132333
537 丼 11324
538 烎 11324334
539 进 1132454
540 奭 113251113251134
541 邢 113252
542 戒 1132534
543 刱 11325344
544 夫 1134
545 天 1134
546 輦 113411341251112
547 鄻 11341134125111252
548 辇 113411341512
549 替 113411342511
550 賛 113411342511134
551 鄼 11341134251113452
552 蠺 113411342511251214251214
553 蝅 11341134251214
554 沗 113424134
555 忝 11342444
556 吞 1134251
557 昋 11342511
558 規 11342511135
559 槼 113425111351234
560 鬹 113425111351251254312
561 嫢 11342511135531
562 奣 113425113511
563 蚕 1134251214
564 匲 11342512512515
565 规 11342535
566 椝 113425351234
567 鬶 113425351251254312
568 鳺 113432511154444
569 鴌 113432511154444
570 匧 113434345
571 迗 1134454
572 邞 113452
573 元 1135
574 无 1135
575 坖 1135121
576 頑 1135132511134
577 顽 1135132534
578 刓 113522
579 黿 11352511251211511
580 鼋 113525125115
581 戎 113534
582 远 1135454
583 邧 113552
584 兘 113554251
585 忈 114544
586 亏 115
587 亐 115
588 韦 1152
589 韨 115213544
590 匦 11521355
591 韫 1152251125221
592 韬 11523443321511
593 违 1152454
594 夀 11525121251124
595 韧 1152534
596 戋 11534
597 刬 1153422
598 盏 1153425221
599 弌 1154
600 专 1154
601 云 1154
602 魂 1154325113554
603 叆 11543443451354
604 运 1154454
605 叇 115451124134454
606 动 115453
607 迃 115454
608 十 12
609 丅 12
610 丁 12
611 扌 121
612 土 121
613 士 121
614 工 121
615 拝 12111112
616 揳 121111253134
617 埲 12111134112
618 捧 12111134112
619 揍 121111341134
620 堾 121111342511
621 搸 1211113431234
622 摏 12111134321511
623 挷 121111352
624 垹 121111352
625 圩 121112
626 扞 121112
627 扜 121112
628 抂 1211121
629 匪 1211121115
630 挵 1211121132
631 埥 12111212511
632 掅 12111212511
633 拭 121112154
634 塐 1211121554234
635 搆 1211122125211
636 抺 12111234
637 抹 12111234
638 款 121112343534
639 隷 1211123451124134
640 扶 1211134
641 攆 121113411341251112
642 撵 121113411341512
643 攅 121113411342511134
644 掭 12111342444
645 摫 12111342511135
646 抏 1211135
647 抚 1211135
648 坃 1211135
649 圬 121115
650 扝 121115
651 長 12111534
652 镸 1211154
653 抟 1211154
654 抎 1211154
655 坛 1211154
656 镾 121115413425234343434
657 镽 1211154134432511234
658 瓺 12111541554
659 镻 121115431134
660 镺 12111543134
661 髟 1211154333
662 鬊 1211154333111342511
663 髨 12111543331135
664 髻 1211154333121251
665 鬐 12111543331213352511
666 髶 1211154333122111
667 鬗 121115433312212523434
668 髸 1211154333122134
669 髰 121115433312215
670 鬕 12111543331222511134
671 鬒 12111543331225111134
672 鬍 1211154333122513511
673 髤 12111543331234
674 鬆 121115433312343454
675 鬎 1211154333125123422
676 髩 12111543331255
677 鬌 1211154333131212511
678 髬 121115433313241
679 髵 1211154333132522
680 髡 1211154333135
681 髪 12111543331354
682 髮 121115433313544
683 髭 1211154333212135
684 髾 12111543332432511
685 髥 12111543332511
686 鬝 1211154333251125112511
687 鬜 1211154333251125113511
688 鬘 121115433325112522154
689 鬄 121115433325113533
690 髷 1211154333251221
691 鬞 12111543332512211311534
692 髯 121115433325211
693 鬟 12111543332522112513534
694 髦 12111543333115
695 髺 1211154333312251
696 鬁 12111543333123422
697 鬏 1211154333312344334
698 鬂 12111543333212134
699 髹 1211154333321234
700 鬛 12111543333253415445445
701 鬚 1211154333333132511134
702 鬠 12111543333412524312511
703 髽 12111543333434121
704 鬉 1211154333345234354
705 髠 121115433335
706 鬅 121115433335113511
707 髼 12111543333541112
708 鬔 12111543333541112454
709 鬇 1211154333355112
710 髱 121115433335515
711 鬤 121115433341251251112213534
712 髣 12111543334153
713 鬈 121115433343113455
714 鬋 1211154333431251122
715 鬑 12111543334315112234
716 鬙 1211154333432524312511
717 鬀 12111543334351523
718 髿 12111543334412343
719 鬃 121115433344511234
720 鬢 121115433344512332511134
721 鬓 12111543334453212134
722 鬡 121115433344545442522112
723 髧 12111543334535
724 髴 121115433351532
725 髢 1211154333525
726 髫 121115433353251
727 髲 121115433353254
728 髳 121115433354523
729 鬖 121115433354545434333
730 鬣 1211154333555253415445445
731 镹 1211154354
732 肆 1211154511112
733 镼 121115451352252
734 打 12112
735 圢 12112
736 扗 121121
737 扛 121121
738 圭 121121
739 掁 12112111534
740 壵 121121121
741 垚 121121121
742 挂 121121121
743 墝 121121121121135
744 撓 121121121121135
745 堯 121121121135
746 顤 121121121135132511134
747 遶 121121121135454
748 翹 121121121135541541
749 掛 12112112124
750 封 121121124
751 持 121121124
752 堼 121121124121
753 鞤 121121124122125112
754 幇 121121124252
755 犎 1211211243112
756 幫 12112112432511252
757 奊 121121154
758 墕 12112121154444
759 刲 12112122
760 墳 121121222511134
761 卦 12112124
762 拮 121121251
763 摃 1211212511134
764 鼃 1211212511251211511
765 擷 121121251132511134
766 撷 121121251132534
767 擡 12112125145154121
768 郌 1211212515215
769 拷 121121315
770 捇 1211213234
771 擮 12112132411121534
772 堵 12112132511
773 搘 1211213352511
774 堎 12112134354
775 掕 12112134354
776 墶 121121431112454
777 撻 121121431112454
778 撎 121121451251431
779 恚 1211214544
780 壔 12112151211251124
781 擣 12112151211251124
782 邽 12112152
783 劸 12112153
784 抾 12112154
785 搕 1211215425221
786 掗 12112155121
787 埡 12112155121
788 拑 12112211
789 坩 12112211
790 挕 121122111
791 攝 121122111122111122111
792 掑 12112211134
793 撕 121122111343312
794 揕 121122111345
795 堪 121122111345
796 墈 12112211134553
797 摂 1211221114134
798 揶 12112211152
799 掫 12112211154
800 摄 1211221115454
801 壣 12112211155455453212
802 撶 1211221122112
803 墷 1211221122112
804 擆 12112212132511
805 墸 12112212132511
806 壒 1211221215425221
807 搑 121122122112
808 擛 121122122151234
809 措 12112212511
810 墐 12112212511121
811 攤 1211221251113432411121
812 擹 121122125111343534
813 撒 121122125113134
814 墴 12112212512134
815 撗 12112212512134
816 掿 12112213251
817 拱 121122134
818 垬 121122134
819 塨 1211221342444
820 塂 121122134515
821 抴 12112215
822 揲 121122151234
823 堞 121122151234
824 塻 1211222511134
825 摸 1211222511134
826 擖 121122251135345
827 描 12112225121
828 壦 12112225125132411121
829 埖 1211223235
830 擭 1211223241112154
831 搽 121122341234
832 搭 121122341251
833 塔 121122341251
834 擏 121122352513134
835 攃 12112235445411234
836 塃 121122415325
837 垭 121122431
838 挜 121122431
839 搢 1211224312511
840 捞 1211224553
841 埴 12112251111
842 填 1211225111134
843 搷 1211225111134
844 攧 1211225111134132511134
845 撠 121122511121534
846 墘 12112251112315
847 擀 1211225111234112
848 壊 1211225221413534
849 揇 121122543112
850 擜 1211225431121344
851 揸 121123425111
852 墻 1211234341252511
853 栽 1211234534
854 圷 121124
855 寺 121124
856 捄 1211241344
857 墙 12112431252511
858 挝 121124454
859 邿 12112452
860 挬 1211245521
861 垣 121125111
862 捙 1211251112
863 搟 1211251112112
864 摲 12112511123312
865 摙 1211251112454
866 載 1211251112534
867 塼 12112511214124
868 摶 12112511214124
869 埬 12112511234
870 捕 1211251124
871 埔 1211251124
872 搏 1211251124124
873 挭 1211251134
874 埂 1211251134
875 揠 121125115315
876 堰 121125115315
877 掝 12112511534
878 域 12112511534
879 坷 12112512
880 抲 12112512
881 壃 1211251211251211
882 捒 1211251234
883 揦 121125123422
884 攋 1211251234352511134
885 摗 12112512343534
886 攮 1211251245251251112213534
887 挋 121125125
888 捂 1211251251
889 堛 121125125121
890 揊 121125125121
891 摳 12112512512515
892 塸 12112512512515
893 壏 12112512531425221
894 攬 121125125314252212511135
895 塥 1211251254312
896 搹 1211251254312
897 摼 12112512554121
898 摽 12112522111234
899 墂 12112522111234
900 堙 121125221121
901 搮 1211252211234
902 塛 1211252211234
903 墰 121125221251112
904 撢 121125221251112
905 拺 121125234
906 掚 12112523434
907 抦 12112534
908 拪 121125351
909 酨 1211253511534
910 技 1211254
911 攦 1211254125441352211535
912 揀 121125431234
913 堜 121125431234
914 馬 1211254444
915 騞 1211254444111213251
916 馯 1211254444112
917 駴 12112544441132534
918 駥 1211254444113534
919 驍 1211254444121121121135
920 騳 12112544441211254444
921 驫 121125444412112544441211254444
922 驖 12112544441212511121534
923 驝 121125444412145132511234
924 駬 1211254444122111
925 騏 121125444412211134
926 驟 121125444412211154323334
927 驊 12112544441221122112
